tb_mid_x,tb_mid_y,hw_x,hw_y,hm_x,hm_y,ht_x,ht_y,mouth_mid_x,mouth_mid_y,is_smiling,teeth_section
73.67324829,1.966430664,269.5280075,43.06280136,210.7948589,-31.32753611,149,0.908958435,0,0,1,1
60.29119873,4.677703857,261.9036484,55.43386459,204.3374729,-25.34421444,144.75,14.35162354,0,0,1,1
184.3678284,77.66070557,232.1418381,-5.946979523,203.5613537,-41.52905703,149.125,1.064901352,0,0,1,1
180.1760254,79.46014404,226.0807419,-6.644353867,190.0303459,-43.68403673,132.625,1.960424423,0,0,1,1
36.98498535,5.660980225,226.98452,47.33696938,186.4156914,-18.62368584,111.125,20.80665207,0,0,1,1
42.53707886,14.54632568,254.1924286,88.03979874,203.4551716,-3.7733531,128.125,40.04909134,0,0,1,1
38.49854279,29.13250732,245.1265335,112.909441,200.9529972,16.5490222,127.25,56.55731964,0,0,1,1
109.0422363,-40.38573456,248.1305695,-11.60345078,166.7437172,-84.59195852,99.25,-27.08152771,0,0,1,1
172.6534424,79.35192871,241.3727188,68.69690895,182.6451492,-15.59611559,107.875,19.56793213,0,0,1,1
31.02373505,16.33651733,246.8315887,72.30869293,186.6945171,-11.07413292,115.125,27.47144508,0,0,1,1
54.58410645,-1.354278564,247.226944,44.2837429,192.1077442,-31.85224771,145,-3.000469208,0,0,1,1
58.17217255,-7.480651855,243.572998,43.66355896,185.8687401,-34.17657852,114.125,-7.965545654,0,0,1,1
64.21466064,0.051208496,268.9505386,53.0182457,218.7522984,-22.81424761,160.875,-11.67358017,0,0,1,1
43.00506592,17.80267334,245.3427124,83.42960358,201.3172626,-3.907670975,135.25,28.28226471,0,0,1,1
53.70563507,0.74395752,237.9528809,70.5527401,192.8087807,-15.14712811,116.625,5.7778759,0,0,1,1
66.23473358,12.94006348,250.4139709,75.98250389,209.1089821,-3.521461487,137.125,17.89831352,0,0,1,1
59.08978271,10.8137207,194.9713898,46.43340111,150.7484055,22.96887875,115.625,14.79039574,0,0,1,1
62.95211792,-10.62225342,252.947464,47.56719589,204.1494083,-28.82494211,149.25,-11.94663048,0,0,1,1
60.1756897,1.841552734,250.8651733,54.55581665,203.8327217,-19.65652227,148.5,-5.011064529,0,0,1,1
66.97067261,2.79095459,254.4547653,56.07032776,208.8598251,-17.83608198,154.25,-0.321115494,0,0,1,1
46.16547394,19.42672729,236.3066864,112.2196198,197.2437382,20.25019884,124.25,35.59173775,0,0,1,1
66.16592407,3.192993164,256.3058472,74.90678787,203.9485168,-14.29025173,149,-0.848682404,0,0,1,1
53.4211731,-15.97613525,242.4762344,18.15739632,185.4323006,-60.84668398,131.625,-35.05636597,0,0,1,1
38.97348022,-20.50140381,243.9925003,14.64883804,187.5252151,-68.91530514,127.5,-34.97017479,0,0,1,1
62.44403839,10.19836426,245.9630966,64.0123558,200.9942913,-17.29487658,139.25,2.348424911,0,0,1,1
70.31902313,-4.188751221,257.8970718,53.7569046,211.5648556,-26.21366501,151.375,-7.330198288,0,0,1,1
64.33154297,4.943664551,252.1310043,61.16100311,205.6218719,-23.20223808,142.5,1.971668243,0,0,1,1
69.28948975,12.93908691,250.7746887,78.96640778,208.7929153,-9.451947212,137.25,12.45448494,0,0,1,1
75.5258255,12.54858398,266.4402771,77.57512093,219.911375,-5.612432957,154.375,14.00358009,0,0,1,1
68.50473022,-0.652709961,257.2531509,65.77168465,211.3641071,-19.21073198,139.75,1.434522629,0,0,1,1
67.96849823,15.40725708,255.0655746,81.80253983,210.1512241,-6.040241718,141.125,17.04622078,0,0,1,1
63.13225555,3.198059082,247.084198,73.75771523,204.9314117,-16.39459848,133.5,8.615261078,0,0,1,1
43.70062256,-6.953491211,248.353157,58.25740814,197.6054764,-33.82025957,131.875,-0.19622612,0,0,1,1
60.25888062,-8.292907715,250.0880814,48.67126465,199.6140575,-33.67218018,138.375,-10.62201118,0,0,1,1
90.28701782,-2.951538086,283.2871246,21.64340973,231.9430447,-40.90552568,191.5,-18.32910919,0,0,1,2
90.59048462,-2.08203125,285.0865173,16.05978012,232.9638863,-43.28962326,193.25,-19.09587479,0,0,1,2
81.8536377,-4.767333984,286.504364,10.40019035,231.730299,-48.36394787,194.625,-24.75595665,0,0,1,2
84.05627441,-7.073272705,283.8158417,2.535610199,229.4086838,-52.77970076,198,-29.65482903,0,0,1,2
90.05032349,-2.369506836,289.1917419,9.074821472,237.7248573,-48.52100372,202.125,-23.96316147,0,0,1,2
81.37908936,-2.835723877,280.0340652,11.81571007,231.365757,-45.84601879,198.5,-21.26961136,0,0,1,2
89.70605469,2.068145752,283.3778763,21.94069862,233.3939075,-37.41906881,192.875,-9.776733398,0,0,1,2
94.15530396,0.089111328,289.3353653,19.83003616,239.4703674,-40.81797838,202.625,-14.9281311,0,0,1,2
82.56399536,0.349639893,285.6156921,21.43295288,237.3386097,-38.97926331,203.5,-13.43365288,0,0,1,2
78.41931152,1.318206787,286.7597961,27.98046112,240.0664806,-35.33604383,202.5,-6.703371048,0,0,1,2
72.97634888,3.57232666,282.2945404,35.49862862,236.397543,-32.90564775,190.5,-7.046310425,0,0,1,2
64.63989258,7.467681885,275.5615234,42.25007057,226.758461,-25.42674065,179.75,3.811832428,0,0,1,2
89.29156494,3.37689209,282.7604675,31.93977356,233.3318901,-35.87460995,188.125,-6.49612999,0,0,1,2
76.43609619,1.648071289,271.4769745,20.77915192,222.6473808,-39.20192957,190.875,-12.62827492,0,0,1,2
91.98849487,0.760314941,283.0506516,17.8172493,236.4513779,-39.63616848,204,-15.07723618,0,0,1,2
97.96466064,1.938995361,288.3899689,16.80736542,240.142107,-39.95726824,208,-12.4720974,0,0,1,2
87.7093811,2.229553223,279.9185944,16.21687889,231.5549278,-44.35612679,196.5,-10.67451668,0,0,1,2
85.43276978,-0.798583984,278.8886642,15.62447548,232.2255802,-47.2697854,193.625,-12.77027893,0,0,1,2
81.67382813,0.89654541,288.984375,24.42277908,244.7000694,-43.84544849,197.125,-7.149679184,0,0,1,2
87.6875,-0.367919922,288.2147598,28.78835678,242.1618271,-42.07567692,188.625,-9.086385727,0,0,1,2
107.9135742,2.462036133,299.4070816,29.85497475,251.1066341,-37.80771017,196.5,-8.124172211,0,0,1,2
77.88449097,5.310791016,279.2633057,36.53892517,233.643713,-32.82517433,187.5,-1.602825165,0,0,1,2
96.77627563,2.59954834,276.0367966,29.80525017,232.8191185,-34.13410664,192.5,-10.42329597,0,0,1,2
78.96216583,2.894897461,257.5822449,23.28240395,215.7027435,-39.70627069,180.75,-8.405330658,0,0,1,2
83.5326004,2.49609375,255.719223,21.43089294,217.0123005,-42.31167555,178.75,-9.926153183,0,0,1,2
70.9161377,1.294189453,262.70504,30.60381889,224.1266441,-36.34911776,178.125,-5.801261902,0,0,1,2
73.76300049,3.85748291,280.6847,55.8945179,240.6989288,-12.72696733,185.625,-4.106712341,0,0,1,2
81.162323,1.003204346,298.8735199,54.83070374,248.4548283,-18.58669996,193,-9.720823288,0,0,1,2
132.1313171,7.763946533,318.0808258,86.53175354,276.5688229,7.104005814,217,9.235376358,0,0,1,2
78.74002075,4.825927734,286.5726471,93.09645653,248.4675503,12.0622015,192.125,12.41441917,0,0,1,2
97.25360107,5.228271484,286.1145401,67.58176804,238.2864952,-7.190408707,186.5,-0.551462173,0,0,1,2
83.82055664,4.792266846,270.4724503,61.58237457,229.0266991,-7.709219456,194.625,-5.152038574,0,0,1,2
80.18041992,5.645019531,268.8009262,58.28347206,229.1362381,-6.965932846,190.125,-5.193328857,0,0,1,2
73.36328125,3.580932617,257.0451736,53.38617325,216.8394089,-11.30393744,177.875,-8.231557846,0,0,1,2
84.2487793,-6.340148926,273.4783936,16.01094246,224.1190529,-47.35808372,193.25,-8.4472332,0,0,1,2
98.4052124,-1.81439209,264.6799469,45.48666,234.7890759,-17.05608845,171.125,-0.85515976,0,0,1,2
91.87747192,4.555725098,275.2503204,57.58575439,242.8520107,-3.115954399,203.375,-4.056461334,0,0,1,2
116.7085266,2.775085449,306.7661285,70.14026642,266.8744755,-4.576470852,210.75,-1.357818604,0,0,1,2
104.7315979,11.14205933,294.6363831,68.96601677,251.3641453,-6.990973949,194.875,2.454511642,0,0,1,2
91.26998901,3.921142578,294.7223282,73.31102371,253.5007191,-4.719257355,195.25,4.124364853,0,0,1,2
111.247406,4.451904297,296.5378189,51.25654221,261.8763542,-11.72883511,205.75,-8.40911293,0,0,1,2
91.79302979,12.16513062,298.5791397,86.80967331,267.284174,14.59123135,215,22.49249268,0,0,1,2
77.03296661,-1.073364258,234.3478775,10.58984756,202.0466709,-37.71490574,179.5,-19.92927361,0,0,1,3
68.01702118,-2.682861328,221.5691757,13.79942894,183.1688404,-39.48430538,165.125,-23.58890533,0,0,1,3
73.17230988,-7.226257324,224.0340805,9.115905762,188.5589409,-45.02259493,169,-31.27486038,0,0,1,3
82.01211548,-7.01373291,229.0587616,8.165302277,209.0727234,-37.66465187,179.75,-23.40359116,0,0,1,3
72.37255096,-0.874359131,232.7494049,21.32540703,201.7567825,-35.56345224,175.625,-21.45622444,0,0,1,3
81.57504272,-4.269470215,244.2102051,22.74395943,212.272768,-35.57960987,189.5,-21.57582664,0,0,1,3
81.53387451,-2.732055664,235.5569839,13.24776649,216.8485069,-33.90237093,188.25,-20.71540833,0,0,1,3
84.91378784,-3.914825439,246.7325592,21.28635406,216.6417408,-37.31837511,192.5,-22.70114136,0,0,1,3
76.93811798,-0.296173096,233.0391693,12.46195793,212.0681763,-34.29742813,185.125,-19.02620316,0,0,1,3
79.00878906,-3.306945801,241.6960144,19.89658356,210.4676151,-37.27053881,183.375,-23.4589119,0,0,1,3
83.52645874,-2.704925537,248.876915,19.15989876,217.5973415,-38.09970617,190.375,-22.97039795,0,0,1,3
79.86105347,-1.869750977,238.4293747,24.74933624,206.9353104,-32.83943653,183.25,-21.14292526,0,0,1,3
80.95727539,-3.099456787,242.8838348,21.20375633,211.8646908,-35.49583912,186.25,-22.51334381,0,0,1,3
72.89666748,-2.018066406,226.8690491,23.25842857,196.0245419,-34.04243231,169.125,-20.42997551,0,0,1,3
72.91995239,1.04119873,226.819725,24.24656868,196.251812,-32.59520531,168.25,-18.51588821,0,0,1,3
70.78726196,-3.214904785,223.6307907,21.15840912,186.6838837,-31.68050051,165.25,-22.366642,0,0,1,3
83.8817749,-2.038238525,246.4579773,24.6468544,215.7454109,-31.53247833,189.75,-20.54011345,0,0,1,3
86.09472656,-3.220184326,258.4740448,31.0401535,234.8298168,-27.27509737,202.75,-15.38100243,0,0,1,3
95.53234863,2.889129639,258.515358,32.49890327,230.318718,-27.72416353,199.625,-14.88733864,0,0,1,3
90.03179932,-8.110778809,267.3094559,24.06641006,239.7332478,-37.48995066,207.125,-24.74644089,0,0,1,3
82.17575073,-1.993988037,254.8321533,25.14939308,226.266346,-36.1670208,198.125,-22.74926376,0,0,1,3
84.35275269,-3.008392334,257.7033615,26.02758408,231.485815,-35.3376317,198.5,-22.90368462,0,0,1,3
84.19451904,-1.30682373,259.2936707,34.95986938,231.7552376,-28.23989868,200.125,-17.50066566,0,0,1,3
82.6628418,-1.146850586,259.6050644,39.36738968,229.1792488,-24.1892767,192.5,-12.60318375,0,0,1,3
79.70288086,0.564086914,256.9810104,40.61410904,225.698328,-24.29619312,190.125,-14.22754669,0,0,1,3
88.67623901,-1.374328613,265.330658,36.86322212,229.7359371,-24.53157663,200.75,-16.55353546,0,0,1,3
82.77203369,-1.7890625,249.6064377,29.35292244,208.472662,-29.37571764,181.75,-19.29313087,0,0,1,3
78.84243774,-17.08984375,245.5306625,20.58883667,205.1508999,-38.45304251,180.125,-32.54806137,0,0,1,3
77.7119751,-2.14666748,244.4447327,27.25090027,205.9486485,-30.89788198,180.125,-21.60569572,0,0,1,3
79.81866455,-0.098022461,256.2929916,34.02648926,222.8276062,-23.44915152,191.625,-16.188097,0,0,1,3
95.84393311,3.121459961,272.1504211,52.57126808,249.9395561,-12.11449385,212,-6.900054932,0,0,1,3
96.53851318,4.963867188,280.9674454,63.82392883,253.5749531,-5.897941589,214.625,2.102039337,0,0,1,3
78.76013184,2.971557617,249.4316483,38.59013557,220.4318619,-16.43332243,187,-9.751710892,0,0,1,3
73.5539856,-9.977752686,250.3348923,42.02708244,204.3648624,-21.46566153,173.75,-28.7782917,0,0,1,3
75.45501709,-11.83016968,249.078598,37.69054413,206.3375759,-24.73683357,179,-28.57139397,0,0,1,3
85.25891113,-1.529663086,267.8302002,54.04406548,236.877203,-10.45244694,200,-10.87156105,0,0,1,3
89.23840332,3.032928467,282.6898193,65.52366257,250.0069523,-5.231230259,207.125,-6.532161713,0,0,1,3
90.22799683,-5.476806641,277.4442673,67.26485252,246.6076565,-5.505638123,214,-13.24738312,0,0,1,3
99.3850708,3.382446289,282.2915268,64.30129051,252.260704,-8.015856743,205.75,-9.008314133,0,0,1,3
91.1590271,0.936584473,284.4996643,63.863554,253.7073803,-8.268792629,213.625,-11.12384033,0,0,1,3
85.95410156,1.257507324,279.3117142,63.80307198,248.4999275,-7.350153923,208.875,-8.706968307,0,0,1,3
91.61419678,2.891601563,270.6373978,48.9852047,249.5175934,-11.63230419,207,-14.71519089,0,0,1,3
79.24539185,2.374786377,266.2829971,57.68792152,231.050415,-11.69452429,194,-13.36305428,0,0,1,3
69.68231201,-4.120422363,248.392868,42.38502502,200.4036999,-21.41032934,172,-24.90860367,0,0,1,3
80.25213623,-6.541625977,256.671524,41.06085777,213.065176,-23.12560558,182.75,-27.03691292,0,0,1,3
80.64471436,-4.909057617,252.2496796,39.63815689,225.6416035,-16.58549309,188.5,-22.02275848,0,0,1,3
86.07336426,1.765319824,278.0978775,65.00587463,242.8937244,-7.223489285,198.625,-10.51607323,0,0,1,3
26.50314331,32.98394775,213.6309052,168.1998825,181.2030888,72.37747908,93.625,58.12768364,0,0,0,4
99.74203491,14.1178894,304.8962402,120.5117226,243.9617825,4.575762749,154.25,-6.445856094,0,0,0,4
80.68139648,15.30419922,265.6799698,126.9458771,215.1475906,6.958293915,117.5,1.304563522,0,0,0,4
88.14703369,17.02606201,284.360466,136.0927677,235.9891701,11.86868191,139.75,5.332929611,0,0,0,4
92.3371582,11.94082642,284.5384979,134.4861603,237.1288109,12.00974464,149.125,4.390233994,0,0,0,4
73.96069336,23.79342651,263.1123352,136.3562393,208.3866787,16.2153554,114.125,9.021875381,0,0,0,4
77.05075073,13.44677734,262.5488281,122.3572826,205.9213448,4.09778595,118.125,-3.665811539,0,0,0,4
91.60229492,17.73632813,298.2310867,135.4779053,246.9560337,13.0654192,160.75,2.958503723,0,0,0,4
92.05108643,11.90216064,283.7857819,128.0365562,235.46134,5.832252502,144.625,0.757959366,0,0,0,4
66.85510254,16.6852417,237.5197983,133.2036209,192.2744083,15.06515265,107.375,7.26414299,0,0,0,4
91.234375,18.50500488,286.3679504,140.7655621,237.2465515,15.26900053,146.625,5.163219452,0,0,0,4
82.10220337,23.13491821,256.3258743,149.8406982,221.5716362,33.45591545,140.25,17.74831581,0,0,0,4
66.63137817,22.90563965,219.4120789,148.1393623,189.1837883,31.27707481,109.625,13.78229141,0,0,0,4
86.6194458,33.32183838,262.9676056,162.4702263,235.662241,43.96480322,142.5,21.21709442,0,0,0,4
71.46575928,22.54275513,235.128212,144.6059418,201.5401649,25.78397512,114.625,10.59857941,0,0,0,4
86.90167236,18.57757568,261.6191101,144.9015999,230.7648659,24.46547985,142.75,9.139686584,0,0,0,4
77.17681885,21.67266846,243.2081223,141.0404205,209.1890335,24.35103178,127.375,8.795305252,0,0,0,4
78.95523071,19.48483276,250.7643127,139.2915916,219.671278,18.95531416,124.875,6.534250259,0,0,0,4
80.84249878,19.52813721,264.2126465,139.6407223,228.3929062,18.05413485,144.625,6.79964447,0,0,0,4
71.36303711,21.15875244,226.057663,145.292244,198.140192,24.65801954,108,11.13834,0,0,0,4
82.19476318,22.02835083,255.4898834,149.3207359,225.4214191,29.33562756,134.875,14.12031555,0,0,0,4
60.64822388,38.11557007,204.4268417,177.1686745,185.7630253,53.01945448,70.75,41.55142021,0,0,0,4
59.3911438,39.0723877,185.9590149,188.3108711,187.2008324,70.45787573,62.375,47.16115952,0,0,0,4
63.74462891,50.66687012,201.5533066,195.9218788,186.1288834,78.77842426,66.625,57.68838501,0,0,0,4
68.47473145,21.4855957,224.4549561,153.8067627,189.318676,38.66561651,106.125,23.24588585,0,0,0,4
95.45861816,9.669494629,248.1408691,151.2347031,219.2368126,33.61273527,116.625,17.2648201,0,0,0,4
58.46826172,30.9151001,189.2700195,175.6490135,180.0393009,51.11082315,71,33.5397377,0,0,0,4
65.81729126,39.16943359,185.7892227,194.3806458,190.2761555,71.56710863,85.5,41.53821373,0,0,0,4
107.9789429,69.47946167,182.5172806,203.8043404,182.8525352,81.30051613,77.25,56.41480064,0,0,0,4
63.50967407,40.14984131,194.8615265,195.0073814,185.5890465,76.91877365,84.125,47.11651611,0,0,0,4
73.90605927,40.15228271,219.3252182,191.9875145,210.4944706,77.67165899,104.25,50.81111526,0,0,0,4
56.26486206,39.015625,191.6582108,186.209507,184.3993759,67.70994902,74.75,48.30504227,0,0,0,4
119.8398438,77.84326172,211.089859,198.3356094,208.9497662,74.7745657,101.125,45.56165886,0,0,0,4
74.12133789,36.02655029,218.3198166,191.5785599,203.2746029,66.68530941,90.5,38.26992989,0,0,0,4
59.58822632,37.57489014,197.1826935,196.099205,187.0250034,65.34417629,74.375,40.08233643,0,0,0,4
69.86462402,46.06072998,206.2537384,207.2109604,202.8482723,80.38914442,87.375,53.87905884,0,0,0,4
75.85559845,44.09075928,227.6835632,212.7860641,209.1229725,83.3997345,85.875,56.08420944,0,0,0,4
67.45616913,38.1317749,209.1311264,194.5421219,188.375349,63.38251591,73.25,46.18740463,0,0,0,4
69.86883545,38.72290039,214.2441559,195.4019737,199.3979454,67.00064421,80.375,43.80075645,0,0,0,4
71.66824341,42.24249268,224.9172592,199.7594261,208.6688137,71.36680126,95,48.16077232,0,0,0,4
62.88866425,36.58325195,206.5665054,187.7687645,182.9650974,64.98242855,77,45.15888405,0,0,0,4
73.21508789,38.85861206,218.5500717,195.7278442,208.4015942,72.24738121,106.875,48.70536804,0,0,0,4
99.33389282,47.85559082,240.0556564,207.7946091,224.0784073,86.86525583,108,62.31342316,0,0,0,4
108.0736771,75.55480957,199.3138504,204.145546,190.0437832,72.62633085,72.375,64.75165558,0,0,0,4
114.2675171,78.85253906,199.2458725,203.5117722,191.9586945,71.07780933,72.875,61.82656288,0,0,0,4
85.93939209,36.99661255,265.8757782,192.0164108,233.3228779,59.46163416,117.75,39.6579895,0,0,0,4
104.7813721,42.45300293,274.9718857,205.0829315,243.6221313,66.70180321,114,51.24337006,0,0,0,4
101.3569336,-9.234558105,304.2781448,39.34973717,244.3003654,-26.75929785,194.5,-63.42943954,0,0,0,5
99.69546509,-6.387084961,301.7166519,59.08925056,251.5668106,-22.98772573,205.625,-58.06852913,0,0,0,5
100.61203,-5.612304688,308.8906097,61.0546875,257.1070671,-13.76856565,208.5,-1.473644257,0,0,0,5
100.4648743,-1.171295166,315.2351761,57.21688271,263.9010143,-17.60936737,212.25,-1.968383789,0,0,0,5
98.05636597,-9.724731445,308.8837051,49.92010117,255.2580833,-25.40976763,199.25,-6.417732239,0,0,0,5
108.197998,-15.83520508,318.0815887,27.63341904,268.5260391,-49.07863855,208.125,-21.05116081,0,0,0,5
112.048645,3.055847168,316.7535782,51.11492157,267.3815441,-26.28114223,210.5,0.891643524,0,0,0,5
82.71115112,32.37030029,314.3214417,115.1256466,263.5434818,54.18808222,175.5,52.83400154,0,0,0,5
97.51507568,20.6796875,285.2142715,177.7024269,263.4547234,80.95829487,189.75,36.48944092,0,0,0,5
88.76727295,15.52093506,278.5222244,169.1734314,259.718504,71.36620045,184.125,32.85559273,0,0,0,5
102.4090271,3.429962158,287.5255966,151.0931396,268.5586071,52.64159203,203.75,14.62665939,0,0,0,5
123.2477417,4.139160156,314.9362183,148.3153152,289.8507023,50.03786802,222.5,10.53020096,0,0,0,5
101.3742676,2.39642334,297.9234314,137.037077,266.9994164,38.98326159,203.25,6.909296036,0,0,0,5
106.5278931,-3.692047119,302.309494,138.8306808,274.2813396,38.49158049,210.25,4.22644043,0,0,0,5
101.4681702,-1.653869629,297.5080109,145.8804131,268.4863472,44.09088135,199.875,10.1283989,0,0,0,5
107.2192993,-0.527069092,303.2978821,140.4279613,273.9154816,39.33061123,210.625,3.214920044,0,0,0,5
98.87844849,-9.27355957,300.9183121,139.9241924,264.6135235,35.07968903,205.125,-6.313035965,0,0,0,5
97.76751709,-8.813171387,295.8668518,135.1909447,259.1505337,33.21081877,204.25,-13.37063026,0,0,0,5
102.9404297,-8.224304199,303.6673355,136.488905,268.5566711,35.58735609,209.625,-6.414270401,0,0,0,5
84.76739502,-14.5932312,285.3479767,131.1268044,247.6460648,32.14671135,192.125,-15.6210537,0,0,0,5
106.527832,-8.27557373,302.8888702,135.8986187,265.6876564,38.52456808,216.625,-5.677419662,0,0,0,5
96.64962769,-6.317626953,295.4794693,130.9458447,259.6799183,34.40978765,202.75,-9.671699524,0,0,0,5
96.61672974,-7.992675781,289.9593735,125.0128841,250.1190281,31.09420538,196.125,-10.51760101,0,0,0,5
109.6822205,-9.65234375,301.1961746,125.2722645,263.8908005,33.36261749,210.125,-11.9532795,0,0,0,5
90.66436768,-9.572845459,283.9526367,123.1371117,241.3580799,29.95933771,183.25,-10.78416252,0,0,0,5
99.75976563,-7.817382813,294.2892456,126.9784927,258.0119228,32.28245258,201.625,-9.244182587,0,0,0,5
106.4223328,-10.72473145,299.2283249,123.4768581,261.2356949,30.97518682,209.125,-10.15971565,0,0,0,5
86.89001465,-8.302947998,280.5010223,123.2918358,241.722517,30.167799,182.375,-13.28796959,0,0,0,5
91.5005188,-6.618255615,285.6272507,127.7329159,247.9169464,33.69957447,193,-6.625087738,0,0,0,5
110.5368042,-8.78692627,303.4657669,124.9690533,265.9644222,32.37713814,213.625,-10.22360229,0,0,0,5
88.27786255,-5.313293457,283.1809998,128.9080811,244.1197491,34.75235224,188,-4.503908157,0,0,0,5
100.0397644,-5.33996582,297.0087051,127.3944855,260.1371193,33.65454197,206.75,-1.869569778,0,0,0,5
107.8105774,-3.771972656,300.0251389,128.6780834,261.9029999,34.265728,204.125,3.161138535,0,0,0,5
92.92791748,-0.643798828,287.5844574,130.0522041,248.2810402,36.99666023,193.375,3.065752029,0,0,0,5
111.5640564,-4.376403809,299.0207672,126.2705898,256.521101,31.0366416,199.125,0.582447052,0,0,0,5
105.0709839,-0.549743652,303.7052536,126.2211227,261.8114662,34.23997164,208,1.32718277,0,0,0,5
102.1022949,-4.526000977,297.1577454,121.2129021,255.4311275,29.63385344,203.125,-0.759601593,0,0,0,5
96.92074585,-4.474121094,297.1173096,119.406395,255.4443264,28.94966841,200.5,-4.863607407,0,0,0,5
93.73034668,-6.114990234,293.9001846,115.5141735,249.7208118,28.09262753,198.5,-4.232711792,0,0,0,5
98.65142822,-7.027160645,293.3256912,118.6349487,249.2850113,30.42480469,201.125,-0.483879089,0,0,0,5
97.13973999,-12.83081055,290.7173538,121.1995697,253.0428123,30.13030529,197.75,-11.33156776,0,0,0,5
99.68688965,3.591430664,290.2812195,138.6287785,253.0992603,45.2918601,203.25,7.334478378,0,0,0,5
104.3633423,-1.057556152,298.5761261,129.6736336,260.2531624,37.88093805,208.625,2.720907211,0,0,0,5
96.3192749,-1.502685547,295.4475784,130.2333355,255.383873,37.39664555,199.5,0.242288589,0,0,0,5
87.80743408,-3.002197266,284.8554611,125.217247,244.0124798,33.45693827,192,0.191957474,0,0,0,5
90.21185303,-1.072692871,286.5102768,127.3219299,244.3725395,37.48989344,188.125,2.488672256,0,0,0,5
87.63253784,-5.189697266,284.0467072,122.6986313,241.4428806,32.31030464,187.5,-1.575725555,0,0,0,5
105.0626831,-0.22253418,288.0578613,125.3172398,250.7472229,35.15222311,192.375,4.187427521,0,0,0,5
